TrailID,TraceNameID,TraceName
59199,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59199,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59215,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59215,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
59215,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
59215,4,AutomationCalculator.ProcessHistory.AutoApproval.BusinessScore
59215,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59215,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59215,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59215,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59267,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
59267,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59267,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59267,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59275,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59275,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
59275,6,AutomationCalculator.ProcessHistory.AutoApproval.ConsumerScore
59275,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59275,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59275,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59275,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59287,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59287,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
59287,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
59287,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59287,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59287,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59295,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59295,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
59295,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59295,16,AutomationCalculator.ProcessHistory.AutoApproval.MarketplaceSeniority
59295,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
59295,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59295,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59295,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59347,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
59347,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59347,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59347,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59415,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59415,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59415,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59415,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59427,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59427,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
59427,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59427,16,AutomationCalculator.ProcessHistory.AutoApproval.MarketplaceSeniority
59427,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
59427,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59427,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59427,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59503,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59503,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
59503,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
59503,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59503,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59503,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59503,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59613,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59613,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59613,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59613,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59613,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59637,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59637,17,AutomationCalculator.ProcessHistory.AutoApproval.MedalIsGood
59637,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59637,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59637,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59637,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59637,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59657,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59657,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
59657,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
59657,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59657,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59657,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59657,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59665,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59665,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59665,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59665,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59665,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59701,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59701,6,AutomationCalculator.ProcessHistory.AutoApproval.ConsumerScore
59701,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59701,9,AutomationCalculator.ProcessHistory.AutoApproval.DefaultAccounts
59701,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59701,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59701,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59701,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59737,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59737,16,AutomationCalculator.ProcessHistory.AutoApproval.MarketplaceSeniority
59737,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59737,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59737,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59737,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59761,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59761,9,AutomationCalculator.ProcessHistory.AutoApproval.DefaultAccounts
59761,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59761,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59761,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59761,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59807,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59807,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
59807,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59807,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59807,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59815,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59815,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59815,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59815,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59853,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59853,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
59853,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
59853,22,AutomationCalculator.ProcessHistory.AutoApproval.OutstandingOffers
59853,6,AutomationCalculator.ProcessHistory.AutoApproval.ConsumerScore
59853,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
59853,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59853,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59853,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59853,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59921,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
59921,16,AutomationCalculator.ProcessHistory.AutoApproval.MarketplaceSeniority
59921,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
59921,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59921,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
59977,11,AutomationCalculator.ProcessHistory.AutoApproval.HmrcIsOfBusiness
59977,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
59977,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
59977,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60099,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60099,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60099,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60099,6,AutomationCalculator.ProcessHistory.AutoApproval.ConsumerScore
60099,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60099,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60099,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60127,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60127,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60127,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60127,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60127,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60139,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60139,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60139,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
60139,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60139,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60139,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60139,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60183,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60183,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60183,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60183,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60183,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60183,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60183,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60195,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60195,17,AutomationCalculator.ProcessHistory.AutoApproval.MedalIsGood
60195,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60195,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60195,4,AutomationCalculator.ProcessHistory.AutoApproval.BusinessScore
60195,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60195,9,AutomationCalculator.ProcessHistory.AutoApproval.DefaultAccounts
60195,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60195,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60195,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60195,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60235,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60235,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60235,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60235,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60295,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60295,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60295,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
60295,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60295,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60295,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60315,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60315,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60315,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60315,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60315,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60315,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60369,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60369,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60369,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60369,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60369,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60369,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60381,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60381,17,AutomationCalculator.ProcessHistory.AutoApproval.MedalIsGood
60381,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60381,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60381,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60381,9,AutomationCalculator.ProcessHistory.AutoApproval.DefaultAccounts
60381,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60381,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60381,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60381,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60417,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60417,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60417,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60417,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60417,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60417,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60429,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60429,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
60429,27,AutomationCalculator.ProcessHistory.AutoApproval.TodayLoans
60429,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60429,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60429,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60437,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60437,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60437,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
60437,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60437,16,AutomationCalculator.ProcessHistory.AutoApproval.MarketplaceSeniority
60437,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
60437,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60437,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60437,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60453,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60453,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60453,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60453,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60453,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60453,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60607,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60607,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
60607,23,AutomationCalculator.ProcessHistory.AutoApproval.OutstandingRepayRatio
60607,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60607,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60607,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60623,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60623,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
60623,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60623,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60623,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60623,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60623,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60675,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60675,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
60675,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60675,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60675,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60675,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60675,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60747,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60747,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
60747,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60747,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60747,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60747,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60825,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60825,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60825,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
60825,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
60825,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60825,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60825,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60825,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60865,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60865,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60865,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60865,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60939,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60939,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60939,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
60939,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
60939,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60939,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60939,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60939,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60951,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60951,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60951,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60951,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60951,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60951,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
60983,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
60983,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
60983,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
60983,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
60983,9,AutomationCalculator.ProcessHistory.AutoApproval.DefaultAccounts
60983,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
60983,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
60983,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
60983,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61015,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61015,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
61015,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
61015,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
61015,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61015,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61015,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61043,23,AutomationCalculator.ProcessHistory.AutoApproval.OutstandingRepayRatio
61043,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61043,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61043,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61059,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61059,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
61059,4,AutomationCalculator.ProcessHistory.AutoApproval.BusinessScore
61059,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
61059,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61059,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61059,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61117,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61117,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
61117,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
61117,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
61117,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61117,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61117,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61125,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61125,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
61125,6,AutomationCalculator.ProcessHistory.AutoApproval.ConsumerScore
61125,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
61125,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61125,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61125,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61133,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
61133,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61133,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61133,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61773,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61773,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
61773,4,AutomationCalculator.ProcessHistory.AutoApproval.BusinessScore
61773,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61773,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61773,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61823,15,AutomationCalculator.ProcessHistory.AutoApproval.IsBrokerCustomer
61823,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
61823,23,AutomationCalculator.ProcessHistory.AutoApproval.OutstandingRepayRatio
61823,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61823,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61823,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61855,9,AutomationCalculator.ProcessHistory.AutoApproval.DefaultAccounts
61855,7,AutomationCalculator.ProcessHistory.AutoApproval.CustomerIsDirector
61855,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
61855,51,AutomationCalculator.ProcessHistory.Common.LatePayment
61855,51,AutomationCalculator.ProcessHistory.Common.LatePayment
61855,51,AutomationCalculator.ProcessHistory.Common.LatePayment
61855,51,AutomationCalculator.ProcessHistory.Common.LatePayment
61855,51,AutomationCalculator.ProcessHistory.Common.LatePayment
61855,51,AutomationCalculator.ProcessHistory.Common.LatePayment
61855,23,AutomationCalculator.ProcessHistory.AutoApproval.OutstandingRepayRatio
61855,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61855,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61855,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61863,28,AutomationCalculator.ProcessHistory.AutoApproval.WorstCaisStatus
61863,23,AutomationCalculator.ProcessHistory.AutoApproval.OutstandingRepayRatio
61863,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61863,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61863,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61923,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61923,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
61923,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
61923,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
61923,24,AutomationCalculator.ProcessHistory.AutoApproval.ReduceOutstandingPrincipal
61923,3,AutomationCalculator.ProcessHistory.AutoApproval.AmountOutOfRangle
61923,5,AutomationCalculator.ProcessHistory.AutoApproval.Complete
61931,14,AutomationCalculator.ProcessHistory.AutoApproval.InitialAssignment
61931,50,AutomationCalculator.ProcessHistory.Common.FraudSuspect
61931,2,AutomationCalculator.ProcessHistory.AutoApproval.AmlCheck
61931,64,AutomationCalculator.ProcessHistory.AutoApproval.ThreeMonthsTurnover
